"ResourceType","TerraformName","MicrosoftProvider","APIVersions","MappingSource","DocumentationPath"
"DataSource","azurerm_redis_cache","Microsoft.Cache","2024-11-01","GeneratedAPISection","website/docs/d/redis_cache.html.markdown"
"DataSource","azurerm_resource_group","","","Unmapped","website/docs/d/resource_group.html.markdown"
"DataSource","azurerm_resource_group_template_deployment","Microsoft.Resources","","MatchingResource:ARMImportID","website/docs/d/resource_group_template_deployment.html.markdown"
"DataSource","azurerm_resources","","","Unmapped","website/docs/d/resources.html.markdown"
"DataSource","azurerm_role_assignments","Microsoft.Authorization","2022-04-01","GeneratedAPISection","website/docs/d/role_assignments.html.markdown"
"DataSource","azurerm_role_definition","Microsoft.Authorization","2022-05-01-preview","GeneratedAPISection","website/docs/d/role_definition.html.markdown"
"DataSource","azurerm_role_management_policy","Microsoft.Authorization","2020-10-01","GeneratedAPISection","website/docs/d/role_management_policy.html.markdown"
"DataSource","azurerm_route_filter","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/route_filter.html.markdown"
"DataSource","azurerm_route_table","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/route_table.html.markdown"
"DataSource","azurerm_search_service","Microsoft.Search","2025-05-01","GeneratedAPISection","website/docs/d/search_service.html.markdown"
"DataSource","azurerm_sentinel_alert_rule","Microsoft.OperationalInsights","2023-12-01-preview","GeneratedAPISection","website/docs/d/sentinel_alert_rule.html.markdown"
"DataSource","azurerm_sentinel_alert_rule_anomaly","Microsoft.SecurityInsights","2022-10-01-preview","GeneratedAPISection","website/docs/d/sentinel_alert_rule_anomaly.html.markdown"
"DataSource","azurerm_sentinel_alert_rule_template","Microsoft.OperationalInsights","2022-10-01-preview","GeneratedAPISection","website/docs/d/sentinel_alert_rule_template.html.markdown"
"DataSource","azurerm_sentinel_alert_rule_template","Microsoft.SecurityInsights","2022-10-01-preview","GeneratedAPISection","website/docs/d/sentinel_alert_rule_template.html.markdown"
"DataSource","azurerm_service_plan","Microsoft.Web","2023-12-01","GeneratedAPISection","website/docs/d/service_plan.html.markdown"
"DataSource","azurerm_servicebus_namespace","Microsoft.ServiceBus","2024-01-01","GeneratedAPISection","website/docs/d/servicebus_namespace.html.markdown"
"DataSource","azurerm_servicebus_namespace_authorization_rule","Microsoft.ServiceBus","2024-01-01","GeneratedAPISection","website/docs/d/servicebus_namespace_authorization_rule.html.markdown"
"DataSource","azurerm_servicebus_namespace_disaster_recovery_config","Microsoft.ServiceBus","2024-01-01","GeneratedAPISection","website/docs/d/servicebus_namespace_disaster_recovery_config.html.markdown"
"DataSource","azurerm_servicebus_queue","Microsoft.ServiceBus","2024-01-01","GeneratedAPISection","website/docs/d/servicebus_queue.html.markdown"
"DataSource","azurerm_servicebus_queue_authorization_rule","Microsoft.ServiceBus","2024-01-01","GeneratedAPISection","website/docs/d/servicebus_queue_authorization_rule.html.markdown"
"DataSource","azurerm_servicebus_subscription","Microsoft.ServiceBus","2024-01-01","GeneratedAPISection","website/docs/d/servicebus_subscription.html.markdown"
"DataSource","azurerm_servicebus_topic","Microsoft.ServiceBus","2024-01-01","GeneratedAPISection","website/docs/d/servicebus_topic.html.markdown"
"DataSource","azurerm_servicebus_topic_authorization_rule","Microsoft.ServiceBus","2024-01-01","GeneratedAPISection","website/docs/d/servicebus_topic_authorization_rule.html.markdown"
"DataSource","azurerm_shared_image","Microsoft.Compute","2022-03-03","GeneratedAPISection","website/docs/d/shared_image.html.markdown"
"DataSource","azurerm_shared_image_gallery","Microsoft.Compute","2022-03-03","GeneratedAPISection","website/docs/d/shared_image_gallery.html.markdown"
"DataSource","azurerm_shared_image_version","Microsoft.Compute","2023-07-03","GeneratedAPISection","website/docs/d/shared_image_version.html.markdown"
"DataSource","azurerm_shared_image_versions","Microsoft.Compute","2023-07-03","GeneratedAPISection","website/docs/d/shared_image_versions.html.markdown"
"DataSource","azurerm_signalr_service","Microsoft.SignalRService","2024-03-01","GeneratedAPISection","website/docs/d/signalr_service.html.markdown"
"DataSource","azurerm_site_recovery_fabric","Microsoft.RecoveryServices","2024-04-01","GeneratedAPISection","website/docs/d/site_recovery_fabric.html.markdown"
"DataSource","azurerm_site_recovery_protection_container","Microsoft.RecoveryServices","2024-04-01","GeneratedAPISection","website/docs/d/site_recovery_protection_container.html.markdown"
"DataSource","azurerm_site_recovery_replication_policy","Microsoft.RecoveryServices","2024-04-01","GeneratedAPISection","website/docs/d/site_recovery_replication_policy.html.markdown"
"DataSource","azurerm_site_recovery_replication_recovery_plan","Microsoft.RecoveryServices","2024-04-01","GeneratedAPISection","website/docs/d/site_recovery_replication_recovery_plan.html.markdown"
"DataSource","azurerm_snapshot","Microsoft.Compute","2022-03-02","GeneratedAPISection","website/docs/d/snapshot.html.markdown"
"DataSource","azurerm_source_control_token","Microsoft.Web","2023-01-01","GeneratedAPISection","website/docs/d/source_control_token.html.markdown"
"DataSource","azurerm_spring_cloud_app","Microsoft.AppPlatform","","MatchingResource:ARMImportID","website/docs/d/spring_cloud_app.html.markdown"
"DataSource","azurerm_spring_cloud_service","Microsoft.AppPlatform","","MatchingResource:ARMImportID","website/docs/d/spring_cloud_service.html.markdown"
"DataSource","azurerm_ssh_public_key","Microsoft.Compute","2024-03-01","GeneratedAPISection","website/docs/d/ssh_public_key.html.markdown"
"DataSource","azurerm_stack_hci_cluster","Microsoft.AzureStackHCI","2024-01-01, 2022-05-04","GeneratedAPISection","website/docs/d/stack_hci_cluster.html.markdown"
"DataSource","azurerm_stack_hci_storage_path","Microsoft.AzureStackHCI","2024-01-01","GeneratedAPISection","website/docs/d/stack_hci_storage_path.html.markdown"
"DataSource","azurerm_static_web_app","Microsoft.Web","2023-01-01","GeneratedAPISection","website/docs/d/static_web_app.html.markdown"
"DataSource","azurerm_storage_account","Microsoft.Storage","2025-08-01","GeneratedAPISection","website/docs/d/storage_account.html.markdown"
"DataSource","azurerm_storage_account_blob_container_sas","","","Unmapped","website/docs/d/storage_account_blob_container_sas.html.markdown"
"DataSource","azurerm_storage_account_sas","","","Unmapped","website/docs/d/storage_account_sas.html.markdown"
"DataSource","azurerm_storage_blob","","","Unmapped","website/docs/d/storage_blob.html.markdown"
"DataSource","azurerm_storage_container","Microsoft.Storage","2025-08-01","GeneratedAPISection","website/docs/d/storage_container.html.markdown"
"DataSource","azurerm_storage_containers","","","Unmapped","website/docs/d/storage_containers.html.markdown"
"DataSource","azurerm_storage_encryption_scope","Microsoft.Storage","2025-08-01","GeneratedAPISection","website/docs/d/storage_encryption_scope.html.markdown"
"DataSource","azurerm_storage_management_policy","Microsoft.Storage","2025-08-01","GeneratedAPISection","website/docs/d/storage_management_policy.html.markdown"
"DataSource","azurerm_storage_queue","Microsoft.Storage","2025-08-01","GeneratedAPISection","website/docs/d/storage_queue.html.markdown"
"DataSource","azurerm_storage_share","Microsoft.Storage","2025-08-01","GeneratedAPISection","website/docs/d/storage_share.html.markdown"
"DataSource","azurerm_storage_sync","Microsoft.StorageSync","2020-03-01","GeneratedAPISection","website/docs/d/storage_sync.html.markdown"
"DataSource","azurerm_storage_sync_group","Microsoft.StorageSync","2020-03-01","GeneratedAPISection","website/docs/d/storage_sync_group.html.markdown"
"DataSource","azurerm_storage_table","Microsoft.Storage","","MatchingResource:ARMImportID","website/docs/d/storage_table.html.markdown"
"DataSource","azurerm_storage_table_entities","","","Unmapped","website/docs/d/storage_table_entities.html.markdown"
"DataSource","azurerm_storage_table_entity","","","Unmapped","website/docs/d/storage_table_entity.html.markdown"
"DataSource","azurerm_stream_analytics_job","Microsoft.StreamAnalytics","2021-10-01-preview","GeneratedAPISection","website/docs/d/stream_analytics_job.html.markdown"
"DataSource","azurerm_subnet","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/subnet.html.markdown"
"DataSource","azurerm_subscription","Microsoft.Resources","2023-07-01","MatchingResource:GeneratedAPISection","website/docs/d/subscription.html.markdown"
"DataSource","azurerm_subscription_template_deployment","Microsoft.Resources","","MatchingResource:ARMImportID","website/docs/d/subscription_template_deployment.html.markdown"
"DataSource","azurerm_subscriptions","","","Unmapped","website/docs/d/subscriptions.html.markdown"
"DataSource","azurerm_synapse_workspace","Microsoft.Synapse","","MatchingResource:ARMImportID","website/docs/d/synapse_workspace.html.markdown"
"DataSource","azurerm_system_center_virtual_machine_manager_inventory_items","Microsoft.ScVmm","2023-10-07","GeneratedAPISection","website/docs/d/system_center_virtual_machine_manager_inventory_items.html.markdown"
"DataSource","azurerm_template_spec_version","Microsoft.Resources","2022-02-01","GeneratedAPISection","website/docs/d/template_spec_version.html.markdown"
"DataSource","azurerm_tenant_template_deployment","","","Unmapped","website/docs/d/tenant_template_deployment.html.markdown"
"DataSource","azurerm_traffic_manager_geographical_location","Microsoft.Network","2022-04-01","GeneratedAPISection","website/docs/d/traffic_manager_geographical_location.html.markdown"
"DataSource","azurerm_traffic_manager_profile","Microsoft.Network","2022-04-01","GeneratedAPISection","website/docs/d/traffic_manager_profile.html.markdown"
"DataSource","azurerm_trusted_signing_account","Microsoft.CodeSigning","2025-10-13","GeneratedAPISection","website/docs/d/trusted_signing_account.html.markdown"
"DataSource","azurerm_user_assigned_identity","Microsoft.ManagedIdentity","2024-11-30","GeneratedAPISection","website/docs/d/user_assigned_identity.html.markdown"
"DataSource","azurerm_virtual_desktop_application_group","Microsoft.DesktopVirtualization","2025-10-10","GeneratedAPISection","website/docs/d/virtual_desktop_application_group.html.markdown"
"DataSource","azurerm_virtual_desktop_host_pool","Microsoft.DesktopVirtualization","2025-10-10","GeneratedAPISection","website/docs/d/virtual_desktop_host_pool.html.markdown"
"DataSource","azurerm_virtual_desktop_workspace","Microsoft.DesktopVirtualization","2025-10-10","GeneratedAPISection","website/docs/d/virtual_desktop_workspace.html.markdown"
"DataSource","azurerm_virtual_hub","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/virtual_hub.html.markdown"
"DataSource","azurerm_virtual_hub_connection","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/virtual_hub_connection.html.markdown"
"DataSource","azurerm_virtual_hub_route_table","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/virtual_hub_route_table.html.markdown"
"DataSource","azurerm_virtual_machine","Microsoft.Compute","2024-03-01","GeneratedAPISection","website/docs/d/virtual_machine.html.markdown"
"DataSource","azurerm_virtual_machine_scale_set","Microsoft.Compute","2025-04-01, 2024-03-01, 2023-09-01","GeneratedAPISection","website/docs/d/virtual_machine_scale_set.html.markdown"
"DataSource","azurerm_virtual_network","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/virtual_network.html.markdown"
"DataSource","azurerm_virtual_network_gateway","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/virtual_network_gateway.html.markdown"
"DataSource","azurerm_virtual_network_gateway_connection","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/virtual_network_gateway_connection.html.markdown"
"DataSource","azurerm_virtual_network_peering","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/virtual_network_peering.html.markdown"
"DataSource","azurerm_virtual_wan","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/virtual_wan.html.markdown"
"DataSource","azurerm_vmware_private_cloud","Microsoft.AVS","2022-05-01","GeneratedAPISection","website/docs/d/vmware_private_cloud.html.markdown"
"DataSource","azurerm_vpn_gateway","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/vpn_gateway.html.markdown"
"DataSource","azurerm_vpn_server_configuration","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/vpn_server_configuration.html.markdown"
"DataSource","azurerm_web_application_firewall_policy","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/web_application_firewall_policy.html.markdown"
"DataSource","azurerm_web_pubsub","Microsoft.SignalRService","2024-03-01","GeneratedAPISection","website/docs/d/web_pubsub.html.markdown"
"DataSource","azurerm_web_pubsub_private_link_resource","Microsoft.SignalRService","2024-03-01","GeneratedAPISection","website/docs/d/web_pubsub_private_link_resource.html.markdown"
"DataSource","azurerm_windows_function_app","Microsoft.Web","2023-12-01","GeneratedAPISection","website/docs/d/windows_function_app.html.markdown"
"DataSource","azurerm_windows_web_app","Microsoft.Web","2023-12-01","GeneratedAPISection","website/docs/d/windows_web_app.html.markdown"
"EphemeralResource","azurerm_key_vault_certificate","","","Unmapped","website/docs/ephemeral-resources/key_vault_certificate.html.markdown"
"EphemeralResource","azurerm_key_vault_secret","","","Unmapped","website/docs/ephemeral-resources/key_vault_secret.html.markdown"
"Resource","azurerm_aadb2c_directory","Microsoft.AzureActiveDirectory","2021-04-01-preview","GeneratedAPISection","website/docs/r/aadb2c_directory.html.markdown"
"Resource","azurerm_active_directory_domain_service","Microsoft.AAD","2021-05-01","GeneratedAPISection","website/docs/r/active_directory_domain_service.html.markdown"
"Resource","azurerm_active_directory_domain_service_replica_set","Microsoft.AAD","2021-05-01","GeneratedAPISection","website/docs/r/active_directory_domain_service_replica_set.html.markdown"
"Resource","azurerm_active_directory_domain_service_trust","Microsoft.AAD","2021-05-01","GeneratedAPISection","website/docs/r/active_directory_domain_service_trust.html.markdown"
"Resource","azurerm_advanced_threat_protection","Microsoft.Security","","ARMImportID","website/docs/r/advanced_threat_protection.html.markdown"
"Resource","azurerm_advisor_suppression","Microsoft.Advisor","2023-01-01","GeneratedAPISection","website/docs/r/advisor_suppression.html.markdown"
"Resource","azurerm_ai_foundry","Microsoft.MachineLearningServices","2025-06-01","GeneratedAPISection","website/docs/r/ai_foundry.html.markdown"
"Resource","azurerm_ai_foundry_project","Microsoft.MachineLearningServices","2025-06-01","GeneratedAPISection","website/docs/r/ai_foundry_project.html.markdown"
"Resource","azurerm_analysis_services_server","Microsoft.AnalysisServices","2017-08-01","GeneratedAPISection","website/docs/r/analysis_services_server.html.markdown"
"Resource","azurerm_api_connection","Microsoft.Web","2016-06-01","GeneratedAPISection","website/docs/r/api_connection.html.markdown"
"Resource","azurerm_api_management","Microsoft.ApiManagement","2024-05-01, 2022-08-01","GeneratedAPISection","website/docs/r/api_management.html.markdown"
"Resource","azurerm_api_management_api","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_api.html.markdown"
"Resource","azurerm_api_management_api_diagnostic","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_api_diagnostic.html.markdown"
"Resource","azurerm_api_management_api_operation","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_api_operation.html.markdown"
"Resource","azurerm_api_management_api_operation_policy","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_api_operation_policy.html.markdown"
"Resource","azurerm_api_management_api_operation_tag","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_api_operation_tag.html.markdown"
"Resource","azurerm_api_management_api_policy","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_api_policy.html.markdown"
"Resource","azurerm_api_management_api_release","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_api_release.html.markdown"
"Resource","azurerm_api_management_api_schema","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_api_schema.html.markdown"
"Resource","azurerm_api_management_api_tag","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_api_tag.html.markdown"
"Resource","azurerm_api_management_api_tag_description","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_api_tag_description.html.markdown"
"Resource","azurerm_api_management_api_version_set","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_api_version_set.html.markdown"
"Resource","azurerm_api_management_authorization_server","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_authorization_server.html.markdown"
"Resource","azurerm_api_management_backend","Microsoft.ApiManagement","2024-05-01","GeneratedAPISection","website/docs/r/api_management_backend.html.markdown"
"Resource","azurerm_api_management_certificate","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_certificate.html.markdown"
"Resource","azurerm_api_management_custom_domain","Microsoft.ApiManagement","2024-05-01","GeneratedAPISection","website/docs/r/api_management_custom_domain.html.markdown"
"Resource","azurerm_api_management_diagnostic","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_diagnostic.html.markdown"
"Resource","azurerm_api_management_email_template","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_email_template.html.markdown"
"Resource","azurerm_api_management_gateway","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_gateway.html.markdown"
"Resource","azurerm_api_management_gateway_api","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_gateway_api.html.markdown"
"Resource","azurerm_api_management_gateway_certificate_authority","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_gateway_certificate_authority.html.markdown"
"Resource","azurerm_api_management_gateway_host_name_configuration","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_gateway_host_name_configuration.html.markdown"
"Resource","azurerm_api_management_global_schema","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_global_schema.html.markdown"
"Resource","azurerm_api_management_group","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_group.html.markdown"
"Resource","azurerm_api_management_group_user","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_group_user.html.markdown"
"Resource","azurerm_api_management_identity_provider_aad","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_identity_provider_aad.html.markdown"
"Resource","azurerm_api_management_identity_provider_aadb2c","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_identity_provider_aadb2c.html.markdown"
"Resource","azurerm_api_management_identity_provider_facebook","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_identity_provider_facebook.html.markdown"
"Resource","azurerm_api_management_identity_provider_google","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_identity_provider_google.html.markdown"
"Resource","azurerm_api_management_identity_provider_microsoft","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_identity_provider_microsoft.html.markdown"
"Resource","azurerm_api_management_identity_provider_twitter","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_identity_provider_twitter.html.markdown"
"Resource","azurerm_api_management_logger","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_logger.html.markdown"
"Resource","azurerm_api_management_named_value","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_named_value.html.markdown"
"Resource","azurerm_api_management_notification_recipient_email","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_notification_recipient_email.html.markdown"
"Resource","azurerm_api_management_notification_recipient_user","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_notification_recipient_user.html.markdown"
"Resource","azurerm_api_management_openid_connect_provider","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_openid_connect_provider.html.markdown"
"Resource","azurerm_api_management_policy","Microsoft.ApiManagement","2024-05-01, 2022-08-01","GeneratedAPISection","website/docs/r/api_management_policy.html.markdown"
"Resource","azurerm_api_management_policy_fragment","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_policy_fragment.html.markdown"
"Resource","azurerm_api_management_product","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_product.html.markdown"
"Resource","azurerm_api_management_product_api","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_product_api.html.markdown"
"Resource","azurerm_api_management_product_group","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_product_group.html.markdown"
"Resource","azurerm_api_management_product_policy","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_product_policy.html.markdown"
"Resource","azurerm_api_management_product_tag","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_product_tag.html.markdown"
"Resource","azurerm_api_management_redis_cache","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_redis_cache.html.markdown"
"Resource","azurerm_api_management_standalone_gateway","Microsoft.ApiManagement","2024-05-01","GeneratedAPISection","website/docs/r/api_management_standalone_gateway.html.markdown"
"Resource","azurerm_api_management_subscription","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_subscription.html.markdown"
"Resource","azurerm_api_management_tag","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_tag.html.markdown"
"Resource","azurerm_api_management_user","Microsoft.ApiManagement","2022-08-01","GeneratedAPISection","website/docs/r/api_management_user.html.markdown"
"Resource","azurerm_api_management_workspace","Microsoft.ApiManagement","2024-05-01","GeneratedAPISection","website/docs/r/api_management_workspace.html.markdown"
"Resource","azurerm_api_management_workspace_api_version_set","Microsoft.ApiManagement","2024-05-01","GeneratedAPISection","website/docs/r/api_management_workspace_api_version_set.html.markdown"
"Resource","azurerm_api_management_workspace_certificate","Microsoft.ApiManagement","2024-05-01","GeneratedAPISection","website/docs/r/api_management_workspace_certificate.html.markdown"
"Resource","azurerm_api_management_workspace_named_value","Microsoft.ApiManagement","2024-05-01","GeneratedAPISection","website/docs/r/api_management_workspace_named_value.html.markdown"
"Resource","azurerm_api_management_workspace_policy","Microsoft.ApiManagement","2024-05-01","GeneratedAPISection","website/docs/r/api_management_workspace_policy.html.markdown"
"Resource","azurerm_api_management_workspace_policy_fragment","Microsoft.ApiManagement","2024-05-01","GeneratedAPISection","website/docs/r/api_management_workspace_policy_fragment.html.markdown"
"Resource","azurerm_app_configuration","Microsoft.AppConfiguration","2024-05-01","GeneratedAPISection","website/docs/r/app_configuration.html.markdown"
"Resource","azurerm_app_configuration_feature","","","Unmapped","website/docs/r/app_configuration_feature.html.markdown"
"Resource","azurerm_app_configuration_key","","","Unmapped","website/docs/r/app_configuration_key.html.markdown"
"Resource","azurerm_app_service_certificate","Microsoft.Web","2023-12-01","GeneratedAPISection","website/docs/r/app_service_certificate.html.markdown"
"Resource","azurerm_app_service_certificate_binding","Microsoft.Web","2023-12-01","GeneratedAPISection","website/docs/r/app_service_certificate_binding.html.markdown"
"Resource","azurerm_app_service_certificate_order","Microsoft.CertificateRegistration","2023-12-01","GeneratedAPISection","website/docs/r/app_service_certificate_order.html.markdown"
"Resource","azurerm_app_service_connection","Microsoft.ServiceLinker","2024-04-01, 2022-05-01","GeneratedAPISection","website/docs/r/app_service_connection.html.markdown"
"Resource","azurerm_app_service_custom_hostname_binding","Microsoft.Web","2023-12-01","GeneratedAPISection","website/docs/r/app_service_custom_hostname_binding.html.markdown"
"Resource","azurerm_app_service_environment_v3","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/app_service_environment_v3.html.markdown"
"Resource","azurerm_app_service_environment_v3","Microsoft.Web","2023-01-01","GeneratedAPISection","website/docs/r/app_service_environment_v3.html.markdown"
"Resource","azurerm_app_service_managed_certificate","Microsoft.Web","2023-12-01","GeneratedAPISection","website/docs/r/app_service_managed_certificate.html.markdown"
"Resource","azurerm_app_service_public_certificate","Microsoft.Web","2023-12-01","GeneratedAPISection","website/docs/r/app_service_public_certificate.html.markdown"
"Resource","azurerm_app_service_slot_custom_hostname_binding","Microsoft.Web","2023-12-01","GeneratedAPISection","website/docs/r/app_service_slot_custom_hostname_binding.html.markdown"
"Resource","azurerm_app_service_slot_virtual_network_swift_connection","Microsoft.Web","2023-12-01","GeneratedAPISection","website/docs/r/app_service_slot_virtual_network_swift_connection.html.markdown"
"Resource","azurerm_app_service_source_control","Microsoft.Web","2023-12-01","GeneratedAPISection","website/docs/r/app_service_source_control.html.markdown"
"Resource","azurerm_app_service_source_control_slot","Microsoft.Web","2023-12-01","GeneratedAPISection","website/docs/r/app_service_source_control_slot.html.markdown"
"Resource","azurerm_app_service_virtual_network_swift_connection","Microsoft.Web","2023-12-01","GeneratedAPISection","website/docs/r/app_service_virtual_network_swift_connection.html.markdown"
"Resource","azurerm_application_gateway","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/application_gateway.html.markdown"
"Resource","azurerm_application_insights","Microsoft.AlertsManagement","2019-06-01","GeneratedAPISection","website/docs/r/application_insights.html.markdown"
"Resource","azurerm_application_insights","Microsoft.Insights","2020-02-02, 2015-05-01","GeneratedAPISection","website/docs/r/application_insights.html.markdown"
"Resource","azurerm_application_insights_analytics_item","Microsoft.Insights","2015-05-01","GeneratedAPISection","website/docs/r/application_insights_analytics_item.html.markdown"
"Resource","azurerm_application_insights_api_key","Microsoft.Insights","2015-05-01","GeneratedAPISection","website/docs/r/application_insights_api_key.html.markdown"
"Resource","azurerm_application_insights_smart_detection_rule","Microsoft.Insights","2015-05-01","GeneratedAPISection","website/docs/r/application_insights_smart_detection_rule.html.markdown"
"Resource","azurerm_application_insights_standard_web_test","Microsoft.Insights","2022-06-15","GeneratedAPISection","website/docs/r/application_insights_standard_web_test.html.markdown"
"Resource","azurerm_application_insights_web_test","Microsoft.Insights","2022-06-15","GeneratedAPISection","website/docs/r/application_insights_web_test.html.markdown"
"Resource","azurerm_application_insights_workbook","Microsoft.Insights","2022-04-01","GeneratedAPISection","website/docs/r/application_insights_workbook.html.markdown"
"Resource","azurerm_application_insights_workbook_template","Microsoft.Insights","2020-11-20","GeneratedAPISection","website/docs/r/application_insights_workbook_template.html.markdown"
"Resource","azurerm_application_load_balancer","Microsoft.ServiceNetworking","2025-01-01","GeneratedAPISection","website/docs/r/application_load_balancer.html.markdown"
"Resource","azurerm_application_load_balancer_frontend","Microsoft.ServiceNetworking","2025-01-01","GeneratedAPISection","website/docs/r/application_load_balancer_frontend.html.markdown"
"Resource","azurerm_application_load_balancer_security_policy","Microsoft.ServiceNetworking","2025-01-01","GeneratedAPISection","website/docs/r/application_load_balancer_security_policy.html.markdown"
"Resource","azurerm_application_load_balancer_subnet_association","Microsoft.ServiceNetworking","2025-01-01","GeneratedAPISection","website/docs/r/application_load_balancer_subnet_association.html.markdown"
"Resource","azurerm_application_security_group","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/application_security_group.html.markdown"
"Resource","azurerm_arc_kubernetes_cluster","Microsoft.Kubernetes","2024-01-01","GeneratedAPISection","website/docs/r/arc_kubernetes_cluster.html.markdown"
"Resource","azurerm_arc_kubernetes_cluster_extension","Microsoft.KubernetesConfiguration","2024-11-01","GeneratedAPISection","website/docs/r/arc_kubernetes_cluster_extension.html.markdown"
"Resource","azurerm_arc_kubernetes_flux_configuration","Microsoft.KubernetesConfiguration","2025-04-01","GeneratedAPISection","website/docs/r/arc_kubernetes_flux_configuration.html.markdown"
"Resource","azurerm_arc_kubernetes_provisioned_cluster","Microsoft.Kubernetes","2024-01-01","GeneratedAPISection","website/docs/r/arc_kubernetes_provisioned_cluster.html.markdown"
"Resource","azurerm_arc_machine","Microsoft.HybridCompute","2024-07-10","GeneratedAPISection","website/docs/r/arc_machine.html.markdown"
"Resource","azurerm_arc_machine_automanage_configuration_assignment","Microsoft.HybridCompute","2022-05-04","GeneratedAPISection","website/docs/r/arc_machine_automanage_configuration_assignment.html.markdown"
"Resource","azurerm_arc_machine_extension","Microsoft.HybridCompute","2022-11-10","GeneratedAPISection","website/docs/r/arc_machine_extension.html.markdown"
"Resource","azurerm_arc_private_link_scope","Microsoft.HybridCompute","2022-11-10","GeneratedAPISection","website/docs/r/arc_private_link_scope.html.markdown"
