"ResourceType","TerraformName","MicrosoftProvider","APIVersions","MappingSource","DocumentationPath"
"Resource","azurerm_dns_mx_record","Microsoft.Network","2018-05-01","GeneratedAPISection","website/docs/r/dns_mx_record.html.markdown"
"Resource","azurerm_dns_ns_record","Microsoft.Network","2018-05-01","GeneratedAPISection","website/docs/r/dns_ns_record.html.markdown"
"Resource","azurerm_dns_ptr_record","Microsoft.Network","2018-05-01","GeneratedAPISection","website/docs/r/dns_ptr_record.html.markdown"
"Resource","azurerm_dns_srv_record","Microsoft.Network","2018-05-01","GeneratedAPISection","website/docs/r/dns_srv_record.html.markdown"
"Resource","azurerm_dns_txt_record","Microsoft.Network","2018-05-01","GeneratedAPISection","website/docs/r/dns_txt_record.html.markdown"
"Resource","azurerm_dns_zone","Microsoft.Network","2018-05-01","GeneratedAPISection","website/docs/r/dns_zone.html.markdown"
"Resource","azurerm_dynatrace_monitor","Dynatrace.Observability","2023-04-27","GeneratedAPISection","website/docs/r/dynatrace_monitor.html.markdown"
"Resource","azurerm_dynatrace_tag_rules","Dynatrace.Observability","2023-04-27","GeneratedAPISection","website/docs/r/dynatrace_tag_rules.html.markdown"
"Resource","azurerm_elastic_cloud_elasticsearch","Microsoft.Elastic","2023-06-01","GeneratedAPISection","website/docs/r/elastic_cloud_elasticsearch.html.markdown"
"Resource","azurerm_elastic_san","Microsoft.ElasticSan","2023-01-01","GeneratedAPISection","website/docs/r/elastic_san.html.markdown"
"Resource","azurerm_elastic_san_volume","Microsoft.ElasticSan","2023-01-01","GeneratedAPISection","website/docs/r/elastic_san_volume.html.markdown"
"Resource","azurerm_elastic_san_volume_group","Microsoft.ElasticSan","2023-01-01","GeneratedAPISection","website/docs/r/elastic_san_volume_group.html.markdown"
"Resource","azurerm_email_communication_service","Microsoft.Communication","2023-03-31","GeneratedAPISection","website/docs/r/email_communication_service.html.markdown"
"Resource","azurerm_email_communication_service_domain","Microsoft.Communication","2023-03-31","GeneratedAPISection","website/docs/r/email_communication_service_domain.html.markdown"
"Resource","azurerm_email_communication_service_domain_sender_username","Microsoft.Communication","2023-03-31","GeneratedAPISection","website/docs/r/email_communication_service_domain_sender_username.html.markdown"
"Resource","azurerm_eventgrid_domain","Microsoft.EventGrid","2025-02-15","GeneratedAPISection","website/docs/r/eventgrid_domain.html.markdown"
"Resource","azurerm_eventgrid_domain_topic","Microsoft.EventGrid","2025-02-15","GeneratedAPISection","website/docs/r/eventgrid_domain_topic.html.markdown"
"Resource","azurerm_eventgrid_event_subscription","Microsoft.EventGrid","2025-02-15","GeneratedAPISection","website/docs/r/eventgrid_event_subscription.html.markdown"
"Resource","azurerm_eventgrid_namespace","Microsoft.EventGrid","2023-12-15-preview","GeneratedAPISection","website/docs/r/eventgrid_namespace.html.markdown"
"Resource","azurerm_eventgrid_namespace_topic","Microsoft.EventGrid","2025-02-15","GeneratedAPISection","website/docs/r/eventgrid_namespace_topic.html.markdown"
"Resource","azurerm_eventgrid_partner_configuration","Microsoft.EventGrid","2025-02-15","GeneratedAPISection","website/docs/r/eventgrid_partner_configuration.html.markdown"
"Resource","azurerm_eventgrid_partner_namespace","Microsoft.EventGrid","2025-02-15","GeneratedAPISection","website/docs/r/eventgrid_partner_namespace.html.markdown"
"Resource","azurerm_eventgrid_partner_registration","Microsoft.EventGrid","2025-02-15","GeneratedAPISection","website/docs/r/eventgrid_partner_registration.html.markdown"
"Resource","azurerm_eventgrid_system_topic","Microsoft.EventGrid","2025-02-15","GeneratedAPISection","website/docs/r/eventgrid_system_topic.html.markdown"
"Resource","azurerm_eventgrid_system_topic_event_subscription","Microsoft.EventGrid","2025-02-15","GeneratedAPISection","website/docs/r/eventgrid_system_topic_event_subscription.html.markdown"
"Resource","azurerm_eventgrid_topic","Microsoft.EventGrid","2025-02-15","GeneratedAPISection","website/docs/r/eventgrid_topic.html.markdown"
"Resource","azurerm_eventhub","Microsoft.EventHub","2024-01-01","GeneratedAPISection","website/docs/r/eventhub.html.markdown"
"Resource","azurerm_eventhub_authorization_rule","Microsoft.EventHub","2024-01-01","GeneratedAPISection","website/docs/r/eventhub_authorization_rule.html.markdown"
"Resource","azurerm_eventhub_cluster","Microsoft.EventHub","2024-01-01","GeneratedAPISection","website/docs/r/eventhub_cluster.html.markdown"
"Resource","azurerm_eventhub_consumer_group","Microsoft.EventHub","2024-01-01","GeneratedAPISection","website/docs/r/eventhub_consumer_group.html.markdown"
"Resource","azurerm_eventhub_namespace","Microsoft.EventHub","2024-01-01","GeneratedAPISection","website/docs/r/eventhub_namespace.html.markdown"
"Resource","azurerm_eventhub_namespace_authorization_rule","Microsoft.EventHub","2024-01-01","GeneratedAPISection","website/docs/r/eventhub_namespace_authorization_rule.html.markdown"
"Resource","azurerm_eventhub_namespace_customer_managed_key","Microsoft.EventHub","2024-01-01","GeneratedAPISection","website/docs/r/eventhub_namespace_customer_managed_key.html.markdown"
"Resource","azurerm_eventhub_namespace_disaster_recovery_config","Microsoft.EventHub","2024-01-01","GeneratedAPISection","website/docs/r/eventhub_namespace_disaster_recovery_config.html.markdown"
"Resource","azurerm_eventhub_namespace_schema_group","Microsoft.EventHub","2024-01-01","GeneratedAPISection","website/docs/r/eventhub_namespace_schema_group.html.markdown"
"Resource","azurerm_express_route_circuit","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/express_route_circuit.html.markdown"
"Resource","azurerm_express_route_circuit_authorization","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/express_route_circuit_authorization.html.markdown"
"Resource","azurerm_express_route_circuit_connection","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/express_route_circuit_connection.html.markdown"
"Resource","azurerm_express_route_circuit_peering","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/express_route_circuit_peering.html.markdown"
"Resource","azurerm_express_route_connection","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/express_route_connection.html.markdown"
"Resource","azurerm_express_route_gateway","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/express_route_gateway.html.markdown"
"Resource","azurerm_express_route_port","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/express_route_port.html.markdown"
"Resource","azurerm_express_route_port_authorization","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/express_route_port_authorization.html.markdown"
"Resource","azurerm_extended_location_custom_location","Microsoft.ExtendedLocation","2021-08-15","GeneratedAPISection","website/docs/r/extended_location_custom_location.html.markdown"
"Resource","azurerm_fabric_capacity","Microsoft.Fabric","2023-11-01","GeneratedAPISection","website/docs/r/fabric_capacity.html.markdown"
"Resource","azurerm_federated_identity_credential","Microsoft.ManagedIdentity","2024-11-30","GeneratedAPISection","website/docs/r/federated_identity_credential.html.markdown"
"Resource","azurerm_firewall","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/firewall.html.markdown"
"Resource","azurerm_firewall_application_rule_collection","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/firewall_application_rule_collection.html.markdown"
"Resource","azurerm_firewall_nat_rule_collection","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/firewall_nat_rule_collection.html.markdown"
"Resource","azurerm_firewall_network_rule_collection","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/firewall_network_rule_collection.html.markdown"
"Resource","azurerm_firewall_policy","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/firewall_policy.html.markdown"
"Resource","azurerm_firewall_policy_rule_collection_group","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/firewall_policy_rule_collection_group.html.markdown"
"Resource","azurerm_fluid_relay_server","Microsoft.FluidRelay","2022-05-26","GeneratedAPISection","website/docs/r/fluid_relay_server.html.markdown"
"Resource","azurerm_frontdoor","Microsoft.Network","","ARMImportID","website/docs/r/frontdoor.html.markdown"
"Resource","azurerm_frontdoor_custom_https_configuration","Microsoft.Network","","ARMImportID","website/docs/r/frontdoor_custom_https_configuration.html.markdown"
"Resource","azurerm_frontdoor_firewall_policy","Microsoft.Network","","ARMImportID","website/docs/r/frontdoor_firewall_policy.html.markdown"
"Resource","azurerm_frontdoor_rules_engine","Microsoft.Network","","ARMImportID","website/docs/r/frontdoor_rules_engine.html.markdown"
"Resource","azurerm_function_app_active_slot","Microsoft.Web","2023-12-01","GeneratedAPISection","website/docs/r/function_app_active_slot.html.markdown"
"Resource","azurerm_function_app_connection","Microsoft.ServiceLinker","2024-04-01, 2022-05-01","GeneratedAPISection","website/docs/r/function_app_connection.html.markdown"
"Resource","azurerm_function_app_flex_consumption","Microsoft.Web","2023-12-01, 2023-01-01","GeneratedAPISection","website/docs/r/function_app_flex_consumption.html.markdown"
"Resource","azurerm_function_app_function","Microsoft.Web","2023-12-01","GeneratedAPISection","website/docs/r/function_app_function.html.markdown"
"Resource","azurerm_function_app_hybrid_connection","Microsoft.Relay","2021-11-01","GeneratedAPISection","website/docs/r/function_app_hybrid_connection.html.markdown"
"Resource","azurerm_function_app_hybrid_connection","Microsoft.Web","2023-12-01","GeneratedAPISection","website/docs/r/function_app_hybrid_connection.html.markdown"
"Resource","azurerm_gallery_application","Microsoft.Compute","2022-03-03","GeneratedAPISection","website/docs/r/gallery_application.html.markdown"
"Resource","azurerm_gallery_application_version","Microsoft.Compute","2022-03-03","GeneratedAPISection","website/docs/r/gallery_application_version.html.markdown"
"Resource","azurerm_graph_services_account","Microsoft.GraphServices","2023-04-13","GeneratedAPISection","website/docs/r/graph_services_account.html.markdown"
"Resource","azurerm_hdinsight_hadoop_cluster","Microsoft.HDInsight","2021-06-01","GeneratedAPISection","website/docs/r/hdinsight_hadoop_cluster.html.markdown"
"Resource","azurerm_hdinsight_hbase_cluster","Microsoft.HDInsight","2021-06-01","GeneratedAPISection","website/docs/r/hdinsight_hbase_cluster.html.markdown"
"Resource","azurerm_hdinsight_interactive_query_cluster","Microsoft.HDInsight","2021-06-01","GeneratedAPISection","website/docs/r/hdinsight_interactive_query_cluster.html.markdown"
"Resource","azurerm_hdinsight_kafka_cluster","Microsoft.HDInsight","2021-06-01","GeneratedAPISection","website/docs/r/hdinsight_kafka_cluster.html.markdown"
"Resource","azurerm_hdinsight_spark_cluster","Microsoft.HDInsight","2021-06-01","GeneratedAPISection","website/docs/r/hdinsight_spark_cluster.html.markdown"
"Resource","azurerm_healthbot","Microsoft.HealthBot","2025-05-25","GeneratedAPISection","website/docs/r/healthbot.html.markdown"
"Resource","azurerm_healthcare_dicom_service","Microsoft.HealthcareApis","2024-03-31","GeneratedAPISection","website/docs/r/healthcare_dicom_service.html.markdown"
"Resource","azurerm_healthcare_fhir_service","Microsoft.HealthcareApis","2022-12-01","GeneratedAPISection","website/docs/r/healthcare_fhir_service.html.markdown"
"Resource","azurerm_healthcare_medtech_service","Microsoft.HealthcareApis","2022-12-01","GeneratedAPISection","website/docs/r/healthcare_medtech_service.html.markdown"
"Resource","azurerm_healthcare_medtech_service_fhir_destination","Microsoft.HealthcareApis","2022-12-01","GeneratedAPISection","website/docs/r/healthcare_medtech_service_fhir_destination.html.markdown"
"Resource","azurerm_healthcare_service","Microsoft.HealthcareApis","2022-12-01","GeneratedAPISection","website/docs/r/healthcare_service.html.markdown"
"Resource","azurerm_healthcare_workspace","Microsoft.HealthcareApis","2024-03-31","GeneratedAPISection","website/docs/r/healthcare_workspace.html.markdown"
"Resource","azurerm_image","Microsoft.Compute","2022-03-01","GeneratedAPISection","website/docs/r/image.html.markdown"
"Resource","azurerm_iot_security_device_group","Microsoft.Security","","ARMImportID","website/docs/r/iot_security_device_group.html.markdown"
"Resource","azurerm_iot_security_solution","Microsoft.Security","","ARMImportID","website/docs/r/iot_security_solution.html.markdown"
"Resource","azurerm_iotcentral_application","Microsoft.IoTCentral","2021-11-01-preview","GeneratedAPISection","website/docs/r/iotcentral_application.html.markdown"
"Resource","azurerm_iotcentral_application_network_rule_set","Microsoft.IoTCentral","2021-11-01-preview","GeneratedAPISection","website/docs/r/iotcentral_application_network_rule_set.html.markdown"
"Resource","azurerm_iotcentral_organization","Microsoft.IoTCentral","","ARMImportID","website/docs/r/iotcentral_organization.html.markdown"
"Resource","azurerm_iothub","Microsoft.Devices","","ARMImportID","website/docs/r/iothub.html.markdown"
"Resource","azurerm_iothub_certificate","Microsoft.Devices","","ARMImportID","website/docs/r/iothub_certificate.html.markdown"
"Resource","azurerm_iothub_consumer_group","Microsoft.Devices","","ARMImportID","website/docs/r/iothub_consumer_group.html.markdown"
"Resource","azurerm_iothub_device_update_account","Microsoft.DeviceUpdate","2022-10-01","GeneratedAPISection","website/docs/r/iothub_device_update_account.html.markdown"
"Resource","azurerm_iothub_device_update_instance","Microsoft.DeviceUpdate","2022-10-01","GeneratedAPISection","website/docs/r/iothub_device_update_instance.html.markdown"
"Resource","azurerm_iothub_dps","Microsoft.Devices","2022-02-05","GeneratedAPISection","website/docs/r/iothub_dps.html.markdown"
"Resource","azurerm_iothub_dps_certificate","Microsoft.Devices","2022-02-05","GeneratedAPISection","website/docs/r/iothub_dps_certificate.html.markdown"
"Resource","azurerm_iothub_dps_shared_access_policy","Microsoft.Devices","2022-02-05","GeneratedAPISection","website/docs/r/iothub_dps_shared_access_policy.html.markdown"
"Resource","azurerm_iothub_endpoint_cosmosdb_account","Microsoft.Devices","","ARMImportID","website/docs/r/iothub_endpoint_cosmosdb_account.html.markdown"
"Resource","azurerm_iothub_endpoint_eventhub","Microsoft.Devices","","ARMImportID","website/docs/r/iothub_endpoint_eventhub.html.markdown"
"Resource","azurerm_iothub_endpoint_servicebus_queue","Microsoft.Devices","","ARMImportID","website/docs/r/iothub_endpoint_servicebus_queue.html.markdown"
"Resource","azurerm_iothub_endpoint_servicebus_topic","Microsoft.Devices","","ARMImportID","website/docs/r/iothub_endpoint_servicebus_topic.html.markdown"
"Resource","azurerm_iothub_endpoint_storage_container","Microsoft.Devices","","ARMImportID","website/docs/r/iothub_endpoint_storage_container.html.markdown"
"Resource","azurerm_iothub_enrichment","Microsoft.Devices","","ARMImportID","website/docs/r/iothub_enrichment.html.markdown"
"Resource","azurerm_iothub_fallback_route","Microsoft.Devices","","ARMImportID","website/docs/r/iothub_fallback_route.html.markdown"
"Resource","azurerm_iothub_file_upload","Microsoft.Devices","","ARMImportID","website/docs/r/iothub_file_upload.html.markdown"
"Resource","azurerm_iothub_route","Microsoft.Devices","","ARMImportID","website/docs/r/iothub_route.html.markdown"
"Resource","azurerm_iothub_shared_access_policy","Microsoft.Devices","","ARMImportID","website/docs/r/iothub_shared_access_policy.html.markdown"
"Resource","azurerm_ip_group","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/ip_group.html.markdown"
"Resource","azurerm_ip_group_cidr","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/ip_group_cidr.html.markdown"
"Resource","azurerm_key_vault","Microsoft.KeyVault","2026-02-01","GeneratedAPISection","website/docs/r/key_vault.html.markdown"
"Resource","azurerm_key_vault_access_policy","Microsoft.KeyVault","2026-02-01","GeneratedAPISection","website/docs/r/key_vault_access_policy.html.markdown"
"Resource","azurerm_key_vault_certificate","","","Unmapped","website/docs/r/key_vault_certificate.html.markdown"
"Resource","azurerm_key_vault_certificate_contacts","","","Unmapped","website/docs/r/key_vault_certificate_contacts.html.markdown"
"Resource","azurerm_key_vault_certificate_issuer","","","Unmapped","website/docs/r/key_vault_certificate_issuer.html.markdown"
"Resource","azurerm_key_vault_key","","","Unmapped","website/docs/r/key_vault_key.html.markdown"
"Resource","azurerm_key_vault_managed_hardware_security_module","Microsoft.KeyVault","2026-02-01","GeneratedAPISection","website/docs/r/key_vault_managed_hardware_security_module.html.markdown"
"Resource","azurerm_key_vault_managed_hardware_security_module_key","Microsoft.KeyVault","2026-02-01","GeneratedAPISection","website/docs/r/key_vault_managed_hardware_security_module_key.html.markdown"
"Resource","azurerm_key_vault_managed_hardware_security_module_key_rotation_policy","","","Unmapped","website/docs/r/key_vault_managed_hardware_security_module_key_rotation_policy.html.markdown"
"Resource","azurerm_key_vault_managed_hardware_security_module_role_assignment","","","Unmapped","website/docs/r/key_vault_managed_hardware_security_module_role_assignment.html.markdown"
"Resource","azurerm_key_vault_managed_hardware_security_module_role_definition","","","Unmapped","website/docs/r/key_vault_managed_hardware_security_module_role_definition.html.markdown"
"Resource","azurerm_key_vault_managed_storage_account","","","Unmapped","website/docs/r/key_vault_managed_storage_account.html.markdown"
"Resource","azurerm_key_vault_managed_storage_account_sas_token_definition","","","Unmapped","website/docs/r/key_vault_managed_storage_account_sas_token_definition.html.markdown"
"Resource","azurerm_key_vault_secret","","","Unmapped","website/docs/r/key_vault_secret.html.markdown"
"Resource","azurerm_kubernetes_automatic_cluster","Microsoft.ContainerService","2026-04-01","GeneratedAPISection","website/docs/r/kubernetes_automatic_cluster.html.markdown"
"Resource","azurerm_kubernetes_cluster","Microsoft.ContainerService","2025-10-01","GeneratedAPISection","website/docs/r/kubernetes_cluster.html.markdown"
"Resource","azurerm_kubernetes_cluster_deployment_safeguard","Microsoft.ContainerService","2025-07-01","GeneratedAPISection","website/docs/r/kubernetes_cluster_deployment_safeguard.html.markdown"
"Resource","azurerm_kubernetes_cluster_extension","Microsoft.KubernetesConfiguration","2024-11-01","GeneratedAPISection","website/docs/r/kubernetes_cluster_extension.html.markdown"
"Resource","azurerm_kubernetes_cluster_node_pool","Microsoft.ContainerService","2025-10-01","GeneratedAPISection","website/docs/r/kubernetes_cluster_node_pool.html.markdown"
"Resource","azurerm_kubernetes_cluster_trusted_access_role_binding","Microsoft.ContainerService","2025-10-01","GeneratedAPISection","website/docs/r/kubernetes_cluster_trusted_access_role_binding.html.markdown"
"Resource","azurerm_kubernetes_fleet_manager","Microsoft.ContainerService","2024-04-01","GeneratedAPISection","website/docs/r/kubernetes_fleet_manager.html.markdown"
"Resource","azurerm_kubernetes_fleet_member","Microsoft.ContainerService","","ARMImportID","website/docs/r/kubernetes_fleet_member.html.markdown"
"Resource","azurerm_kubernetes_fleet_update_run","Microsoft.ContainerService","2025-03-01","GeneratedAPISection","website/docs/r/kubernetes_fleet_update_run.html.markdown"
"Resource","azurerm_kubernetes_fleet_update_strategy","Microsoft.ContainerService","2025-03-01","GeneratedAPISection","website/docs/r/kubernetes_fleet_update_strategy.html.markdown"
"Resource","azurerm_kubernetes_flux_configuration","Microsoft.KubernetesConfiguration","2025-04-01","GeneratedAPISection","website/docs/r/kubernetes_flux_configuration.html.markdown"
"Resource","azurerm_kusto_attached_database_configuration","Microsoft.Kusto","2024-04-13","GeneratedAPISection","website/docs/r/kusto_attached_database_configuration.html.markdown"
"Resource","azurerm_kusto_cluster","Microsoft.Kusto","2024-04-13","GeneratedAPISection","website/docs/r/kusto_cluster.html.markdown"
"Resource","azurerm_kusto_cluster_customer_managed_key","Microsoft.Kusto","2024-04-13","GeneratedAPISection","website/docs/r/kusto_cluster_customer_managed_key.html.markdown"
"Resource","azurerm_kusto_cluster_managed_private_endpoint","Microsoft.Kusto","2024-04-13","GeneratedAPISection","website/docs/r/kusto_cluster_managed_private_endpoint.html.markdown"
"Resource","azurerm_kusto_cluster_principal_assignment","Microsoft.Kusto","2024-04-13","GeneratedAPISection","website/docs/r/kusto_cluster_principal_assignment.html.markdown"
"Resource","azurerm_kusto_cosmosdb_data_connection","Microsoft.Kusto","2024-04-13","GeneratedAPISection","website/docs/r/kusto_cosmosdb_data_connection.html.markdown"
"Resource","azurerm_kusto_database","Microsoft.Kusto","2024-04-13","GeneratedAPISection","website/docs/r/kusto_database.html.markdown"
"Resource","azurerm_kusto_database_principal_assignment","Microsoft.Kusto","2024-04-13","GeneratedAPISection","website/docs/r/kusto_database_principal_assignment.html.markdown"
"Resource","azurerm_kusto_eventgrid_data_connection","Microsoft.Kusto","2024-04-13","GeneratedAPISection","website/docs/r/kusto_eventgrid_data_connection.html.markdown"
"Resource","azurerm_kusto_eventhub_data_connection","Microsoft.Kusto","2024-04-13","GeneratedAPISection","website/docs/r/kusto_eventhub_data_connection.html.markdown"
"Resource","azurerm_kusto_iothub_data_connection","Microsoft.Kusto","2024-04-13","GeneratedAPISection","website/docs/r/kusto_iothub_data_connection.html.markdown"
"Resource","azurerm_kusto_script","Microsoft.Kusto","2024-04-13","GeneratedAPISection","website/docs/r/kusto_script.html.markdown"
"Resource","azurerm_lb","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/lb.html.markdown"
"Resource","azurerm_lb_backend_address_pool","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/lb_backend_address_pool.html.markdown"
"Resource","azurerm_lb_backend_address_pool_address","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/lb_backend_address_pool_address.html.markdown"
"Resource","azurerm_lb_nat_pool","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/lb_nat_pool.html.markdown"
"Resource","azurerm_lb_nat_rule","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/lb_nat_rule.html.markdown"
"Resource","azurerm_lb_outbound_rule","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/lb_outbound_rule.html.markdown"
"Resource","azurerm_lb_probe","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/lb_probe.html.markdown"
"Resource","azurerm_lb_rule","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/lb_rule.html.markdown"
"Resource","azurerm_lighthouse_assignment","Microsoft.ManagedServices","2022-10-01","GeneratedAPISection","website/docs/r/lighthouse_assignment.html.markdown"
"Resource","azurerm_lighthouse_definition","Microsoft.ManagedServices","2022-10-01","GeneratedAPISection","website/docs/r/lighthouse_definition.html.markdown"
"Resource","azurerm_linux_function_app","Microsoft.Web","2023-12-01, 2023-01-01","GeneratedAPISection","website/docs/r/linux_function_app.html.markdown"
"Resource","azurerm_linux_function_app_slot","Microsoft.Web","2023-12-01, 2023-01-01","GeneratedAPISection","website/docs/r/linux_function_app_slot.html.markdown"
"Resource","azurerm_linux_virtual_machine","Microsoft.Compute","2024-03-01, 2023-04-02","GeneratedAPISection","website/docs/r/linux_virtual_machine.html.markdown"
"Resource","azurerm_linux_virtual_machine_scale_set","Microsoft.Compute","2025-04-01","GeneratedAPISection","website/docs/r/linux_virtual_machine_scale_set.html.markdown"
"Resource","azurerm_linux_web_app","Microsoft.Web","2023-12-01, 2023-01-01","GeneratedAPISection","website/docs/r/linux_web_app.html.markdown"
"Resource","azurerm_linux_web_app_slot","Microsoft.Web","2023-12-01","GeneratedAPISection","website/docs/r/linux_web_app_slot.html.markdown"
"Resource","azurerm_load_test","Microsoft.LoadTestService","2022-12-01","GeneratedAPISection","website/docs/r/load_test.html.markdown"
"Resource","azurerm_local_network_gateway","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/local_network_gateway.html.markdown"
"Resource","azurerm_log_analytics_cluster","Microsoft.OperationalInsights","2022-10-01","GeneratedAPISection","website/docs/r/log_analytics_cluster.html.markdown"
"Resource","azurerm_log_analytics_cluster_customer_managed_key","Microsoft.OperationalInsights","2022-10-01","GeneratedAPISection","website/docs/r/log_analytics_cluster_customer_managed_key.html.markdown"
"Resource","azurerm_log_analytics_data_export_rule","Microsoft.OperationalInsights","2020-08-01","GeneratedAPISection","website/docs/r/log_analytics_data_export_rule.html.markdown"
"Resource","azurerm_log_analytics_datasource_windows_event","Microsoft.OperationalInsights","2020-08-01","GeneratedAPISection","website/docs/r/log_analytics_datasource_windows_event.html.markdown"
"Resource","azurerm_log_analytics_datasource_windows_performance_counter","Microsoft.OperationalInsights","2020-08-01","GeneratedAPISection","website/docs/r/log_analytics_datasource_windows_performance_counter.html.markdown"
"Resource","azurerm_log_analytics_linked_service","Microsoft.OperationalInsights","2020-08-01","GeneratedAPISection","website/docs/r/log_analytics_linked_service.html.markdown"
"Resource","azurerm_log_analytics_linked_storage_account","Microsoft.OperationalInsights","2020-08-01","GeneratedAPISection","website/docs/r/log_analytics_linked_storage_account.html.markdown"
"Resource","azurerm_log_analytics_query_pack","Microsoft.OperationalInsights","2019-09-01","GeneratedAPISection","website/docs/r/log_analytics_query_pack.html.markdown"
"Resource","azurerm_log_analytics_query_pack_query","Microsoft.OperationalInsights","2019-09-01","GeneratedAPISection","website/docs/r/log_analytics_query_pack_query.html.markdown"
"Resource","azurerm_log_analytics_saved_search","Microsoft.OperationalInsights","2020-08-01","GeneratedAPISection","website/docs/r/log_analytics_saved_search.html.markdown"
"Resource","azurerm_log_analytics_solution","Microsoft.OperationsManagement","2015-11-01-preview","GeneratedAPISection","website/docs/r/log_analytics_solution.html.markdown"
"Resource","azurerm_log_analytics_storage_insights","Microsoft.OperationalInsights","2020-08-01","GeneratedAPISection","website/docs/r/log_analytics_storage_insights.html.markdown"
"Resource","azurerm_log_analytics_workspace","Microsoft.OperationalInsights","2025-07-01, 2020-08-01","GeneratedAPISection","website/docs/r/log_analytics_workspace.html.markdown"
"Resource","azurerm_log_analytics_workspace_table","Microsoft.OperationalInsights","2022-10-01","GeneratedAPISection","website/docs/r/log_analytics_workspace_table.html.markdown"
"Resource","azurerm_log_analytics_workspace_table_custom_log","Microsoft.OperationalInsights","2022-10-01","GeneratedAPISection","website/docs/r/log_analytics_workspace_table_custom_log.html.markdown"
"Resource","azurerm_log_analytics_workspace_table_microsoft","Microsoft.OperationalInsights","2022-10-01","GeneratedAPISection","website/docs/r/log_analytics_workspace_table_microsoft.html.markdown"
"Resource","azurerm_logic_app_action_custom","Microsoft.Logic","","ARMImportID","website/docs/r/logic_app_action_custom.html.markdown"
"Resource","azurerm_logic_app_action_http","Microsoft.Logic","","ARMImportID","website/docs/r/logic_app_action_http.html.markdown"
"Resource","azurerm_logic_app_integration_account","Microsoft.Logic","2019-05-01","GeneratedAPISection","website/docs/r/logic_app_integration_account.html.markdown"
"Resource","azurerm_logic_app_integration_account_agreement","Microsoft.Logic","2019-05-01","GeneratedAPISection","website/docs/r/logic_app_integration_account_agreement.html.markdown"
"Resource","azurerm_logic_app_integration_account_assembly","Microsoft.Logic","2019-05-01","GeneratedAPISection","website/docs/r/logic_app_integration_account_assembly.html.markdown"
"Resource","azurerm_logic_app_integration_account_batch_configuration","Microsoft.Logic","2019-05-01","GeneratedAPISection","website/docs/r/logic_app_integration_account_batch_configuration.html.markdown"
"Resource","azurerm_logic_app_integration_account_certificate","Microsoft.Logic","2019-05-01","GeneratedAPISection","website/docs/r/logic_app_integration_account_certificate.html.markdown"
"Resource","azurerm_logic_app_integration_account_map","Microsoft.Logic","2019-05-01","GeneratedAPISection","website/docs/r/logic_app_integration_account_map.html.markdown"
"Resource","azurerm_logic_app_integration_account_partner","Microsoft.Logic","2019-05-01","GeneratedAPISection","website/docs/r/logic_app_integration_account_partner.html.markdown"
"Resource","azurerm_logic_app_integration_account_schema","Microsoft.Logic","2019-05-01","GeneratedAPISection","website/docs/r/logic_app_integration_account_schema.html.markdown"
"Resource","azurerm_logic_app_integration_account_session","Microsoft.Logic","2019-05-01","GeneratedAPISection","website/docs/r/logic_app_integration_account_session.html.markdown"
"Resource","azurerm_logic_app_standard","Microsoft.Web","2023-12-01, 2023-01-01","GeneratedAPISection","website/docs/r/logic_app_standard.html.markdown"
"Resource","azurerm_logic_app_trigger_custom","Microsoft.Logic","","ARMImportID","website/docs/r/logic_app_trigger_custom.html.markdown"
"Resource","azurerm_logic_app_trigger_http_request","Microsoft.Logic","","ARMImportID","website/docs/r/logic_app_trigger_http_request.html.markdown"
"Resource","azurerm_logic_app_trigger_recurrence","Microsoft.Logic","","ARMImportID","website/docs/r/logic_app_trigger_recurrence.html.markdown"
"Resource","azurerm_logic_app_workflow","Microsoft.Logic","2019-05-01","GeneratedAPISection","website/docs/r/logic_app_workflow.html.markdown"
